Price,Close,High,Low,Open,Volume
Ticker,IVV,IVV,IVV,IVV,IVV
Datetime,,,,,
2025-12-04 14:30:00+00:00,688.4199829101562,688.760009765625,688.3099975585938,688.6900024414062,166239
2025-12-04 14:32:00+00:00,688.1699829101562,688.64501953125,688.1699829101562,688.4025268554688,22248
2025-12-04 14:34:00+00:00,687.8800048828125,688.2000122070312,687.1199951171875,688.2000122070312,29365
2025-12-04 14:36:00+00:00,687.739990234375,688.1400146484375,687.469970703125,687.760009765625,15899
2025-12-04 14:38:00+00:00,687.8699951171875,688.030029296875,687.4400024414062,687.7000122070312,24903
2025-12-04 14:40:00+00:00,687.8300170898438,688.3400268554688,687.7000122070312,687.8400268554688,10638
2025-12-04 14:42:00+00:00,687.5399780273438,687.8300170898438,687.1599731445312,687.7587890625,44610
2025-12-04 14:44:00+00:00,687.344970703125,687.5700073242188,687.219970703125,687.530029296875,19898
2025-12-04 14:46:00+00:00,686.7559814453125,687.4019775390625,686.7559814453125,687.3200073242188,13565
2025-12-04 14:48:00+00:00,687.0549926757812,687.2100219726562,686.9199829101562,687.1199951171875,14743
2025-12-04 14:50:00+00:00,686.4400024414062,687.0599975585938,686.3400268554688,686.9299926757812,177672
2025-12-04 14:52:00+00:00,686.5800170898438,686.8300170898438,686.2650146484375,686.4400024414062,11018
2025-12-04 14:54:00+00:00,687.1099853515625,687.1699829101562,686.4400024414062,686.530029296875,8408
2025-12-04 14:56:00+00:00,686.3800048828125,687.2025146484375,686.3800048828125,687.010009765625,7376
2025-12-04 14:58:00+00:00,686.47998046875,686.6400146484375,686.260009765625,686.3099975585938,17947
2025-12-04 15:00:00+00:00,686.4600219726562,686.8800048828125,686.3800048828125,686.510009765625,11013
2025-12-04 15:02:00+00:00,686.510009765625,686.6300048828125,686.3200073242188,686.3200073242188,6898
2025-12-04 15:04:00+00:00,686.7000122070312,686.8800048828125,686.4099731445312,686.489990234375,12064
2025-12-04 15:06:00+00:00,686.4299926757812,686.8099975585938,686.4100952148438,686.8099975585938,8237
2025-12-04 15:08:00+00:00,686.8300170898438,686.9558715820312,686.4600219726562,686.5499877929688,8127
2025-12-04 15:10:00+00:00,686.5300903320312,686.739990234375,686.3599853515625,686.739990234375,8653
2025-12-04 15:12:00+00:00,686.3699951171875,686.5599975585938,686.0900268554688,686.5599975585938,7249
2025-12-04 15:14:00+00:00,686.469970703125,686.64501953125,686.2999877929688,686.3800048828125,13038
2025-12-04 15:16:00+00:00,686.8328247070312,687.0787963867188,686.4000244140625,686.4000244140625,14635
2025-12-04 15:18:00+00:00,686.7899780273438,686.9287719726562,686.6405029296875,686.9287719726562,5278
2025-12-04 15:20:00+00:00,687.010009765625,687.0999755859375,686.6799926757812,686.75,8047
2025-12-04 15:22:00+00:00,686.8800048828125,687.2000122070312,686.8800048828125,686.989990234375,36194
2025-12-04 15:24:00+00:00,685.6735229492188,686.9000244140625,685.5999755859375,686.8400268554688,26221
2025-12-04 15:26:00+00:00,686.3200073242188,686.3574829101562,685.5900268554688,685.5900268554688,15040
2025-12-04 15:28:00+00:00,687.010009765625,687.0449829101562,686.25,686.25,9662
2025-12-04 15:30:00+00:00,687.0700073242188,687.1435546875,686.8200073242188,686.9199829101562,5717
2025-12-04 15:32:00+00:00,687.1799926757812,687.2000122070312,686.9400024414062,687.1580810546875,9957
2025-12-04 15:34:00+00:00,687.2899780273438,687.4199829101562,687.1735229492188,687.1735229492188,10402
2025-12-04 15:36:00+00:00,687.77001953125,687.7899780273438,687.22998046875,687.3372802734375,8117
2025-12-04 15:38:00+00:00,687.89501953125,687.9500122070312,687.6694946289062,687.7899780273438,13117
2025-12-04 15:40:00+00:00,687.8499755859375,687.9000244140625,687.5399780273438,687.9000244140625,8787
2025-12-04 15:42:00+00:00,687.7550048828125,687.9500122070312,687.719970703125,687.9099731445312,9668
