Price,Close,High,Low,Open,Volume
Ticker,AUDUSD=X,AUDUSD=X,AUDUSD=X,AUDUSD=X,AUDUSD=X
Datetime,,,,,
2026-05-27 00:00,0.71705,0.71705,0.71705,0.71705,0
2026-05-27 00:02,0.7171,0.7171,0.7171,0.7171,0
2026-05-27 00:04,0.71705,0.71705,0.71705,0.71705,0
2026-05-27 00:06,0.7171,0.7171,0.7171,0.7171,0
2026-05-27 00:08,0.71705,0.71705,0.71705,0.71705,0
2026-05-27 00:10,0.71705,0.71705,0.71705,0.71705,0
2026-05-27 00:12,0.71705,0.71705,0.71705,0.71705,0
2026-05-27 00:14,0.71705,0.71705,0.71705,0.71705,0
2026-05-27 00:16,0.7171,0.7171,0.7171,0.7171,0
2026-05-27 00:18,0.71705,0.71705,0.71705,0.71705,0
2026-05-27 00:20,0.7171,0.7171,0.7171,0.7171,0
2026-05-27 00:22,0.71715,0.71715,0.71715,0.71715,0
2026-05-27 00:24,0.71715,0.71715,0.71715,0.71715,0
2026-05-27 00:26,0.71715,0.71715,0.71715,0.71715,0
2026-05-27 00:28,0.71721,0.71721,0.71721,0.71721,0
2026-05-27 00:30,0.71726,0.71726,0.71726,0.71726,0
2026-05-27 00:32,0.71736,0.71736,0.71736,0.71736,0
2026-05-27 00:34,0.71741,0.71741,0.71741,0.71741,0
2026-05-27 00:36,0.71741,0.71741,0.71741,0.71741,0
2026-05-27 00:38,0.71746,0.71746,0.71746,0.71746,0
2026-05-27 00:40,0.71746,0.71746,0.71746,0.71746,0
2026-05-27 00:42,0.71751,0.71751,0.71751,0.71751,0
2026-05-27 00:44,0.71757,0.71757,0.71757,0.71757,0
2026-05-27 00:46,0.71762,0.71762,0.71762,0.71762,0
2026-05-27 00:48,0.71762,0.71762,0.71762,0.71762,0
2026-05-27 00:50,0.71746,0.71746,0.71746,0.71746,0
2026-05-27 00:52,0.71746,0.71746,0.71746,0.71746,0
2026-05-27 00:54,0.71741,0.71741,0.71741,0.71741,0
2026-05-27 00:56,0.71736,0.71736,0.71736,0.71736,0
2026-05-27 00:58,0.71736,0.71736,0.71736,0.71736,0
2026-05-27 01:00,0.71736,0.71736,0.71736,0.71736,0
2026-05-27 01:02,0.71741,0.71741,0.71741,0.71741,0
2026-05-27 01:04,0.71736,0.71736,0.71736,0.71736,0
2026-05-27 01:06,0.71731,0.71731,0.71731,0.71731,0
2026-05-27 01:08,0.71726,0.71726,0.71726,0.71726,0
2026-05-27 01:10,0.71721,0.71721,0.71721,0.71721,0
2026-05-27 01:12,0.71726,0.71726,0.71726,0.71726,0
2026-05-27 01:14,0.71741,0.71741,0.71741,0.71741,0
2026-05-27 01:16,0.71741,0.71741,0.71741,0.71741,0
2026-05-27 01:18,0.71741,0.71741,0.71741,0.71741,0
2026-05-27 01:20,0.71731,0.71731,0.71731,0.71731,0
2026-05-27 01:22,0.71731,0.71731,0.71731,0.71731,0
2026-05-27 01:24,0.71757,0.71757,0.71757,0.71757,0
2026-05-27 01:26,0.71757,0.71757,0.71757,0.71757,0
2026-05-27 01:28,0.71762,0.71762,0.71762,0.71762,0
2026-05-27 01:30,0.71777,0.71777,0.71777,0.71777,0
2026-05-27 01:32,0.71782,0.71782,0.71782,0.71782,0
2026-05-27 01:34,0.71788,0.71788,0.71788,0.71788,0
2026-05-27 01:36,0.71788,0.71788,0.71788,0.71788,0
2026-05-27 01:38,0.71798,0.71798,0.71798,0.71798,0
2026-05-27 01:40,0.71798,0.71798,0.71798,0.71798,0
2026-05-27 01:42,0.71803,0.71803,0.71803,0.71803,0
2026-05-27 01:44,0.71803,0.71803,0.71803,0.71803,0
2026-05-27 01:46,0.71813,0.71813,0.71813,0.71813,0
2026-05-27 01:48,0.71818,0.71818,0.71818,0.71818,0
2026-05-27 01:50,0.71813,0.71813,0.71813,0.71813,0
2026-05-27 01:52,0.71818,0.71818,0.71818,0.71818,0
2026-05-27 01:54,0.71808,0.71808,0.71808,0.71808,0
2026-05-27 01:56,0.71793,0.71793,0.71793,0.71793,0
2026-05-27 01:58,0.71772,0.71772,0.71772,0.71772,0
2026-05-27 02:00,0.71788,0.71788,0.71788,0.71788,0
2026-05-27 02:02,0.71788,0.71788,0.71788,0.71788,0
2026-05-27 02:04,0.71788,0.71788,0.71788,0.71788,0
2026-05-27 02:06,0.71782,0.71782,0.71782,0.71782,0
2026-05-27 02:08,0.71777,0.71777,0.71777,0.71777,0
2026-05-27 02:10,0.71803,0.71803,0.71803,0.71803,0
2026-05-27 02:12,0.71788,0.71788,0.71788,0.71788,0
2026-05-27 02:14,0.71798,0.71798,0.71798,0.71798,0
2026-05-27 02:16,0.71798,0.71798,0.71798,0.71798,0
2026-05-27 02:18,0.71808,0.71808,0.71808,0.71808,0
2026-05-27 02:20,0.71798,0.71798,0.71798,0.71798,0
2026-05-27 02:22,0.71803,0.71803,0.71803,0.71803,0
2026-05-27 02:24,0.71808,0.71808,0.71808,0.71808,0
2026-05-27 02:26,0.71788,0.71788,0.71788,0.71788,0
2026-05-27 02:28,0.71782,0.71782,0.71782,0.71782,0
2026-05-27 02:30,0.7171,0.7171,0.7171,0.7171,0
2026-05-27 02:32,0.71623,0.71623,0.71623,0.71623,0
2026-05-27 02:34,0.71613,0.71613,0.71613,0.71613,0
2026-05-27 02:36,0.71623,0.71623,0.71623,0.71623,0
2026-05-27 02:38,0.71623,0.71623,0.71623,0.71623,0
2026-05-27 02:40,0.71618,0.71618,0.71618,0.71618,0
2026-05-27 02:42,0.71633,0.71633,0.71633,0.71633,0
