Price,Close,High,Low,Open,Volume
Ticker,AUDUSD=X,AUDUSD=X,AUDUSD=X,AUDUSD=X,AUDUSD=X
Datetime,,,,,
2026-07-22 00:00,0.69999,0.69999,0.69999,0.69999,0
2026-07-22 00:02,0.69999,0.69999,0.69999,0.69999,0
2026-07-22 00:04,0.69999,0.69999,0.69999,0.69999,0
2026-07-22 00:06,0.70003,0.70003,0.70003,0.70003,0
2026-07-22 00:08,0.70003,0.70003,0.70003,0.70003,0
2026-07-22 00:10,0.70008,0.70008,0.70008,0.70008,0
2026-07-22 00:12,0.70008,0.70008,0.70008,0.70008,0
2026-07-22 00:14,0.70003,0.70003,0.70003,0.70003,0
2026-07-22 00:16,0.70013,0.70013,0.70013,0.70013,0
2026-07-22 00:18,0.70008,0.70008,0.70008,0.70008,0
2026-07-22 00:20,0.70008,0.70008,0.70008,0.70008,0
2026-07-22 00:22,0.70003,0.70003,0.70003,0.70003,0
2026-07-22 00:24,0.70003,0.70003,0.70003,0.70003,0
2026-07-22 00:26,0.69999,0.69999,0.69999,0.69999,0
2026-07-22 00:28,0.69999,0.69999,0.69999,0.69999,0
2026-07-22 00:30,0.69999,0.69999,0.69999,0.69999,0
2026-07-22 00:32,0.70003,0.70003,0.70003,0.70003,0
2026-07-22 00:34,0.70003,0.70003,0.70003,0.70003,0
2026-07-22 00:36,0.70003,0.70003,0.70003,0.70003,0
2026-07-22 00:38,0.70008,0.70008,0.70008,0.70008,0
2026-07-22 00:40,0.70008,0.70008,0.70008,0.70008,0
2026-07-22 00:42,0.70008,0.70008,0.70008,0.70008,0
2026-07-22 00:44,0.70008,0.70008,0.70008,0.70008,0
2026-07-22 00:46,0.70008,0.70008,0.70008,0.70008,0
2026-07-22 00:48,0.70008,0.70008,0.70008,0.70008,0
2026-07-22 00:50,0.70003,0.70003,0.70003,0.70003,0
2026-07-22 00:52,0.70008,0.70008,0.70008,0.70008,0
2026-07-22 00:54,0.70008,0.70008,0.70008,0.70008,0
2026-07-22 00:56,0.70018,0.70018,0.70018,0.70018,0
2026-07-22 00:58,0.70018,0.70018,0.70018,0.70018,0
2026-07-22 01:00,0.70013,0.70013,0.70013,0.70013,0
2026-07-22 01:02,0.70018,0.70018,0.70018,0.70018,0
2026-07-22 01:04,0.70033,0.70033,0.70033,0.70033,0
2026-07-22 01:06,0.70028,0.70028,0.70028,0.70028,0
2026-07-22 01:08,0.70028,0.70028,0.70028,0.70028,0
2026-07-22 01:10,0.70018,0.70018,0.70018,0.70018,0
2026-07-22 01:12,0.70033,0.70033,0.70033,0.70033,0
2026-07-22 01:14,0.70043,0.70043,0.70043,0.70043,0
2026-07-22 01:16,0.70043,0.70043,0.70043,0.70043,0
2026-07-22 01:18,0.70057,0.70057,0.70057,0.70057,0
2026-07-22 01:20,0.70057,0.70057,0.70057,0.70057,0
2026-07-22 01:22,0.70062,0.70062,0.70062,0.70062,0
2026-07-22 01:24,0.70067,0.70067,0.70067,0.70067,0
2026-07-22 01:26,0.70067,0.70067,0.70067,0.70067,0
2026-07-22 01:28,0.70067,0.70067,0.70067,0.70067,0
2026-07-22 01:30,0.70067,0.70067,0.70067,0.70067,0
2026-07-22 01:32,0.70062,0.70062,0.70062,0.70062,0
2026-07-22 01:34,0.70062,0.70062,0.70062,0.70062,0
2026-07-22 01:36,0.70062,0.70062,0.70062,0.70062,0
2026-07-22 01:38,0.70067,0.70067,0.70067,0.70067,0
2026-07-22 01:40,0.70043,0.70043,0.70043,0.70043,0
2026-07-22 01:42,0.70038,0.70038,0.70038,0.70038,0
2026-07-22 01:44,0.70043,0.70043,0.70043,0.70043,0
2026-07-22 01:46,0.70043,0.70043,0.70043,0.70043,0
2026-07-22 01:48,0.70043,0.70043,0.70043,0.70043,0
2026-07-22 01:50,0.70048,0.70048,0.70048,0.70048,0
2026-07-22 01:52,0.70057,0.70057,0.70057,0.70057,0
2026-07-22 01:54,0.70057,0.70057,0.70057,0.70057,0
2026-07-22 01:56,0.70072,0.70072,0.70072,0.70072,0
2026-07-22 01:58,0.70097,0.70097,0.70097,0.70097,0
2026-07-22 02:00,0.70136,0.70136,0.70136,0.70136,0
2026-07-22 02:02,0.70131,0.70131,0.70131,0.70131,0
2026-07-22 02:04,0.70136,0.70136,0.70136,0.70136,0
2026-07-22 02:06,0.70146,0.70146,0.70146,0.70146,0
2026-07-22 02:08,0.70131,0.70131,0.70131,0.70131,0
2026-07-22 02:10,0.70141,0.70141,0.70141,0.70141,0
2026-07-22 02:12,0.70141,0.70141,0.70141,0.70141,0
2026-07-22 02:14,0.70131,0.70131,0.70131,0.70131,0
2026-07-22 02:16,0.70111,0.70111,0.70111,0.70111,0
2026-07-22 02:18,0.70111,0.70111,0.70111,0.70111,0
2026-07-22 02:20,0.70102,0.70102,0.70102,0.70102,0
2026-07-22 02:22,0.70097,0.70097,0.70097,0.70097,0
2026-07-22 02:24,0.70092,0.70092,0.70092,0.70092,0
2026-07-22 02:26,0.70082,0.70082,0.70082,0.70082,0
2026-07-22 02:28,0.70082,0.70082,0.70082,0.70082,0
2026-07-22 02:30,0.70072,0.70072,0.70072,0.70072,0
2026-07-22 02:32,0.70067,0.70067,0.70067,0.70067,0
2026-07-22 02:34,0.70062,0.70062,0.70062,0.70062,0
2026-07-22 02:36,0.70057,0.70057,0.70057,0.70057,0
2026-07-22 02:38,0.70062,0.70062,0.70062,0.70062,0
2026-07-22 02:40,0.70072,0.70072,0.70072,0.70072,0
2026-07-22 02:42,0.70067,0.70067,0.70067,0.70067,0
