Price,Close,High,Low,Open,Volume
Ticker,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X
Datetime,,,,,
2026-03-04 00:00,1.33515,1.33515,1.33515,1.33515,0
2026-03-04 00:01,1.33451,1.33451,1.33451,1.33451,0
2026-03-04 00:02,1.33465,1.33465,1.33465,1.33465,0
2026-03-04 00:03,1.33437,1.33437,1.33437,1.33437,0
2026-03-04 00:04,1.33445,1.33445,1.33445,1.33445,0
2026-03-04 00:05,1.33444,1.33444,1.33444,1.33444,0
2026-03-04 00:06,1.33438,1.33438,1.33438,1.33438,0
2026-03-04 00:07,1.33429,1.33429,1.33429,1.33429,0
2026-03-04 00:08,1.33428,1.33428,1.33428,1.33428,0
2026-03-04 00:09,1.33415,1.33415,1.33415,1.33415,0
2026-03-04 00:10,1.33422,1.33422,1.33422,1.33422,0
2026-03-04 00:11,1.33438,1.33438,1.33438,1.33438,0
2026-03-04 00:12,1.33431,1.33431,1.33431,1.33431,0
2026-03-04 00:13,1.33447,1.33447,1.33447,1.33447,0
2026-03-04 00:14,1.33444,1.33444,1.33444,1.33444,0
2026-03-04 00:15,1.33412,1.33412,1.33412,1.33412,0
2026-03-04 00:16,1.33426,1.33426,1.33426,1.33426,0
2026-03-04 00:17,1.3341,1.3341,1.3341,1.3341,0
2026-03-04 00:18,1.33449,1.33449,1.33449,1.33449,0
2026-03-04 00:19,1.33456,1.33456,1.33456,1.33456,0
2026-03-04 00:20,1.33454,1.33454,1.33454,1.33454,0
2026-03-04 00:21,1.33447,1.33447,1.33447,1.33447,0
2026-03-04 00:22,1.33431,1.33431,1.33431,1.33431,0
2026-03-04 00:23,1.33388,1.33388,1.33388,1.33388,0
2026-03-04 00:24,1.33401,1.33401,1.33401,1.33401,0
2026-03-04 00:25,1.33399,1.33399,1.33399,1.33399,0
2026-03-04 00:26,1.33388,1.33388,1.33388,1.33388,0
2026-03-04 00:27,1.33426,1.33426,1.33426,1.33426,0
2026-03-04 00:28,1.33388,1.33388,1.33388,1.33388,0
2026-03-04 00:29,1.33378,1.33378,1.33378,1.33378,0
2026-03-04 00:30,1.33417,1.33417,1.33417,1.33417,0
2026-03-04 00:31,1.3339,1.3339,1.3339,1.3339,0
2026-03-04 00:32,1.33404,1.33404,1.33404,1.33404,0
2026-03-04 00:33,1.33388,1.33388,1.33388,1.33388,0
2026-03-04 00:34,1.33392,1.33392,1.33392,1.33392,0
2026-03-04 00:35,1.33369,1.33369,1.33369,1.33369,0
2026-03-04 00:36,1.3336,1.3336,1.3336,1.3336,0
2026-03-04 00:37,1.33358,1.33358,1.33358,1.33358,0
2026-03-04 00:38,1.33335,1.33335,1.33335,1.33335,0
2026-03-04 00:39,1.33328,1.33328,1.33328,1.33328,0
2026-03-04 00:40,1.3331,1.3331,1.3331,1.3331,0
2026-03-04 00:41,1.33307,1.33307,1.33307,1.33307,0
2026-03-04 00:42,1.33307,1.33307,1.33307,1.33307,0
2026-03-04 00:43,1.3331,1.3331,1.3331,1.3331,0
2026-03-04 00:44,1.33296,1.33296,1.33296,1.33296,0
2026-03-04 00:45,1.33287,1.33287,1.33287,1.33287,0
2026-03-04 00:46,1.33292,1.33292,1.33292,1.33292,0
2026-03-04 00:47,1.33285,1.33285,1.33285,1.33285,0
2026-03-04 00:48,1.33294,1.33294,1.33294,1.33294,0
2026-03-04 00:49,1.33307,1.33307,1.33307,1.33307,0
2026-03-04 00:50,1.33308,1.33308,1.33308,1.33308,0
2026-03-04 00:51,1.33321,1.33321,1.33321,1.33321,0
2026-03-04 00:52,1.33317,1.33317,1.33317,1.33317,0
2026-03-04 00:53,1.33319,1.33319,1.33319,1.33319,0
2026-03-04 00:54,1.33319,1.33319,1.33319,1.33319,0
2026-03-04 00:55,1.33326,1.33326,1.33326,1.33326,0
2026-03-04 00:56,1.33323,1.33323,1.33323,1.33323,0
2026-03-04 00:57,1.33323,1.33323,1.33323,1.33323,0
2026-03-04 00:58,1.33314,1.33314,1.33314,1.33314,0
2026-03-04 00:59,1.33305,1.33305,1.33305,1.33305,0
2026-03-04 01:00,1.33301,1.33301,1.33301,1.33301,0
2026-03-04 01:01,1.33312,1.33312,1.33312,1.33312,0
2026-03-04 01:02,1.33355,1.33355,1.33355,1.33355,0
2026-03-04 01:03,1.33326,1.33326,1.33326,1.33326,0
2026-03-04 01:04,1.33324,1.33324,1.33324,1.33324,0
2026-03-04 01:05,1.333,1.333,1.333,1.333,0
2026-03-04 01:06,1.33284,1.33284,1.33284,1.33284,0
2026-03-04 01:07,1.33253,1.33253,1.33253,1.33253,0
2026-03-04 01:08,1.33268,1.33268,1.33268,1.33268,0
2026-03-04 01:09,1.3325,1.3325,1.3325,1.3325,0
2026-03-04 01:10,1.3323,1.3323,1.3323,1.3323,0
2026-03-04 01:11,1.33246,1.33246,1.33246,1.33246,0
2026-03-04 01:12,1.33241,1.33241,1.33241,1.33241,0
2026-03-04 01:13,1.33252,1.33252,1.33252,1.33252,0
2026-03-04 01:14,1.33243,1.33243,1.33243,1.33243,0
2026-03-04 01:15,1.33237,1.33237,1.33237,1.33237,0
2026-03-04 01:16,1.33221,1.33221,1.33221,1.33221,0
2026-03-04 01:17,1.33211,1.33211,1.33211,1.33211,0
2026-03-04 01:18,1.33168,1.33168,1.33168,1.33168,0
2026-03-04 01:19,1.33174,1.33174,1.33174,1.33174,0
2026-03-04 01:20,1.33165,1.33165,1.33165,1.33165,0
2026-03-04 01:21,1.3312,1.3312,1.3312,1.3312,0
2026-03-04 01:22,1.33099,1.33099,1.33099,1.33099,0
2026-03-04 01:23,1.33094,1.33094,1.33094,1.33094,0
2026-03-04 01:24,1.33092,1.33092,1.33092,1.33092,0
2026-03-04 01:25,1.33069,1.33069,1.33069,1.33069,0
2026-03-04 01:26,1.33088,1.33088,1.33088,1.33088,0
2026-03-04 01:27,1.33062,1.33062,1.33062,1.33062,0
2026-03-04 01:28,1.3308,1.3308,1.3308,1.3308,0
2026-03-04 01:29,1.33094,1.33094,1.33094,1.33094,0
2026-03-04 01:30,1.33092,1.33092,1.33092,1.33092,0
2026-03-04 01:31,1.33085,1.33085,1.33085,1.33085,0
2026-03-04 01:32,1.33076,1.33076,1.33076,1.33076,0
2026-03-04 01:33,1.33055,1.33055,1.33055,1.33055,0
2026-03-04 01:34,1.33041,1.33041,1.33041,1.33041,0
2026-03-04 01:35,1.33067,1.33067,1.33067,1.33067,0
2026-03-04 01:36,1.33119,1.33119,1.33119,1.33119,0
2026-03-04 01:37,1.33179,1.33179,1.33179,1.33179,0
2026-03-04 01:38,1.33195,1.33195,1.33195,1.33195,0
2026-03-04 01:39,1.33205,1.33205,1.33205,1.33205,0
2026-03-04 01:40,1.33184,1.33184,1.33184,1.33184,0
2026-03-04 01:41,1.33191,1.33191,1.33191,1.33191,0
2026-03-04 01:42,1.33205,1.33205,1.33205,1.33205,0
2026-03-04 01:43,1.33214,1.33214,1.33214,1.33214,0
2026-03-04 01:44,1.33246,1.33246,1.33246,1.33246,0
2026-03-04 01:45,1.3326,1.3326,1.3326,1.3326,0
2026-03-04 01:46,1.33213,1.33213,1.33213,1.33213,0
2026-03-04 01:47,1.33213,1.33213,1.33213,1.33213,0
2026-03-04 01:48,1.3322,1.3322,1.3322,1.3322,0
2026-03-04 01:49,1.33216,1.33216,1.33216,1.33216,0
2026-03-04 01:50,1.33232,1.33232,1.33232,1.33232,0
2026-03-04 01:51,1.33255,1.33255,1.33255,1.33255,0
2026-03-04 01:52,1.3326,1.3326,1.3326,1.3326,0
2026-03-04 01:53,1.33243,1.33243,1.33243,1.33243,0
2026-03-04 01:54,1.33236,1.33236,1.33236,1.33236,0
2026-03-04 01:55,1.33255,1.33255,1.33255,1.33255,0
2026-03-04 01:56,1.33271,1.33271,1.33271,1.33271,0
2026-03-04 01:57,1.33269,1.33269,1.33269,1.33269,0
2026-03-04 01:58,1.33271,1.33271,1.33271,1.33271,0
2026-03-04 01:59,1.3326,1.3326,1.3326,1.3326,0
2026-03-04 02:00,1.33262,1.33262,1.33262,1.33262,0
2026-03-04 02:01,1.33268,1.33268,1.33268,1.33268,0
2026-03-04 02:02,1.33239,1.33239,1.33239,1.33239,0
2026-03-04 02:03,1.33257,1.33257,1.33257,1.33257,0
2026-03-04 02:04,1.33248,1.33248,1.33248,1.33248,0
2026-03-04 02:05,1.33262,1.33262,1.33262,1.33262,0
2026-03-04 02:06,1.33253,1.33253,1.33253,1.33253,0
2026-03-04 02:07,1.33284,1.33284,1.33284,1.33284,0
2026-03-04 02:08,1.33284,1.33284,1.33284,1.33284,0
2026-03-04 02:09,1.33291,1.33291,1.33291,1.33291,0
2026-03-04 02:10,1.33301,1.33301,1.33301,1.33301,0
